epoch,prob,tv,nps,mAP50,mAP50-95,fitness
1,0.7289671959021152,0.5463855770918039,0.00046861380971490574,0.9426762292991764,0.6543382497569874,0.6831720477112063
2,0.7086587227307833,0.33891779795671123,0.00041742366887867835,0.9058926530513379,0.6126850236474296,0.6420057865878205
3,0.6865487343225724,0.332368267652316,0.0004216667036346805,0.8561425406537979,0.555624771311285,0.5856765482455363
4,0.6716227455016894,0.33182949668321854,0.00043645154950447765,0.8078735068713443,0.5093707819196877,0.5392210544148534
5,0.6639329500687428,0.33997098069924575,0.0004531338621372691,0.7815581357039109,0.4792971412477073,0.5095232406933277
6,0.6619912936137273,0.3392341037591298,0.0004668185884395662,0.763248090061182,0.4595767947237156,0.48994392425746225
7,0.6544719200867873,0.33147826943642056,0.0004800577589776367,0.7130559326134019,0.406171857489199,0.43686026500161934
8,0.6516405328726157,0.3180307776500017,0.0004914431841685795,0.7058512580210953,0.3950471862367703,0.4261275934152028
9,0.6504207650820414,0.31950652293669873,0.0005028783478057728,0.7121753264193483,0.39507525401229865,0.42678526125300364
10,0.6481517767294859,0.29842457480919665,0.0005096527598559475,0.6601180332111279,0.3590695767754945,0.38917442241905786
11,0.647048450433291,0.31027915615301865,0.0005196227635352466,0.6587752763334723,0.35392607292958356,0.38441099326997247
12,0.6473904007520431,0.2877877331697024,0.0005232193984855444,0.6482453429123285,0.34422226584195126,0.374624573548989
13,0.6459563955282553,0.28096119868449676,0.0005261901533231139,0.6384343107284864,0.3362944234655449,0.36650841219183905
14,0.6429215807181138,0.31479403605827916,0.000538556914155682,0.6277546489299132,0.3204056319119024,0.35114053361370345
15,0.6430898262904241,0.34399972970669085,0.0005572722994913467,0.6105957585875066,0.31579405232793534,0.3452742229538925
16,0.6423670802360926,0.32923181393207646,0.0005598454363047121,0.6122025177390376,0.3223817900999909,0.3513638628638956
17,0.6427643436651963,0.3095149581248944,0.0005606128058085839,0.6111532758009809,0.3211171016427984,0.35012071905861664
18,0.6442708678734608,0.30719348864677626,0.0005614369591244329,0.6062371003151017,0.3105394977102959,0.34010925797077646
19,0.6391609937716753,0.3029915208999927,0.0005646529458224392,0.5809647967186069,0.2989412704616149,0.32714362308731415
20,0.6427620282539954,0.3056108867510771,0.0005697784228966787,0.5818452428655505,0.2875611588257308,0.3169895672297128
21,0.6399949651498061,0.2943044832119575,0.0005705606741591906,0.5637140126290688,0.2843796536166795,0.3123130895179185
22,0.6393290742849692,0.3085717077438648,0.0005787354714881915,0.5889406771080778,0.2920033020022524,0.32169703951283496
23,0.6396689598376935,0.30560455108300233,0.00057930579313483,0.5943859766191912,0.29418873572955356,0.3242084598185173
24,0.6396710291886941,0.2988219979481819,0.0005799039634159551,0.5736821072713597,0.280589291654701,0.3098985732163669
25,0.6369588803022336,0.31320909200570524,0.0005860742918836573,0.5676263301951872,0.28251642806048105,0.3110274182739517
26,0.6375026748730586,0.3034123793626443,0.0005838359849384198,0.5750007701711493,0.2870077885365583,0.31580708670001745
27,0.6378504985418075,0.3304052559229044,0.0005926730347056993,0.5804285392638224,0.2774262143782217,0.30772644686678174
28,0.6377674310635297,0.3270073097485762,0.0005932312999040079,0.5934848357701734,0.2814070912320587,0.31261486568587016
29,0.6388600850716616,0.3127893782578982,0.0005917078188548868,0.5575392588874971,0.2685378815309298,0.29743801926658653
30,0.6399510074884464,0.3132965136797,0.0005929149054468442,0.5567369539405811,0.26684920103505844,0.2958379763256107
31,0.6368156717373774,0.34076899672165895,0.000600295804011134,0.5728907452035135,0.2770425845960771,0.30662740065682076
32,0.6361788083345462,0.3447914444483243,0.0006022960669958057,0.576715853148367,0.2654621844042455,0.29658755127865766
33,0.6333568875606244,0.33439206542112887,0.0006011982436459034,0.5671159394637753,0.26124761990865314,0.29183445186416535
34,0.634716299863962,0.3234907190004985,0.0005981569485858274,0.550752535894125,0.2558938755413284,0.28537974157660806
35,0.6321776876082787,0.34409917699985015,0.0006062615997134111,0.5485711184065478,0.2546609911416129,0.28405200386810636
36,0.6345581549864548,0.34654074066724533,0.0006068123277658835,0.5419078947443372,0.2548218288831947,0.28353043546930895
37,0.6336604463748443,0.3458436994980543,0.0006055437261238694,0.5640747446086125,0.2654454702008882,0.2953083976416606
38,0.6316575790062929,0.33892265267861194,0.0006026270014281648,0.5691561124033767,0.26694865270303436,0.2971693986730686
39,0.634566435447106,0.3328453562198541,0.0005983802451131245,0.5681229595295286,0.26295614649637844,0.29347282779969347
40,0.6298902477973547,0.32919371815828175,0.0005991515697529301,0.581707954762051,0.27013088667305307,0.30128859348195286
41,0.6341063747039208,0.3502460213807913,0.0006055221669017696,0.5591521561917282,0.25393385051868467,0.284455681085989
42,0.6329194811674265,0.3432081639766693,0.0006046343015697905,0.5392136327144273,0.24647061182289534,0.27574491391204853
43,0.6295715998380612,0.3118041654427846,0.0005975107316118785,0.5600654284053567,0.24373023811627728,0.27536375714518524
44,0.631996017235976,0.32827691924877656,0.0006001928167489285,0.5488920362975934,0.25285499788010296,0.282458701721852
45,0.6322831603196951,0.329758257437975,0.0005980105503486135,0.5389673804753159,0.2393188224235668,0.2692836782287417
46,0.6305318811000922,0.3275758188504439,0.0005986448272895545,0.5215250272086582,0.2305763034983531,0.2596711758693836
47,0.6281969562554971,0.32572101247616303,0.000599811386424475,0.5459906266811181,0.2388709334936645,0.2695829028124099
48,0.6283620916880094,0.329875770287636,0.0006001699083030988,0.542996802610757,0.23634645032563584,0.267011485554148
49,0.6284629672001569,0.3145091984516535,0.0005982846755964252,0.536943571687075,0.24105010473151584,0.27063945142707174
50,0.6275161153230912,0.32528728858018535,0.0006041047282707997,0.5166370586578369,0.2240605905118776,0.2533182373264735
